price,year,odometer,make,model,fuel,transmission,condition,engine_cc,power_hp,seats,body_type,state,title,description,seller_type
673054,2009,219568,Suzuki,Alto,diesel,manual,good,1800,197,7,suv,Balochistan,Suzuki Alto 2009 manual,"Balochistan registered, 219568 km driven, good condition.",individual
1099847,2010,228345,Kia,Sportage,petrol,automatic,good,1800,163,7,sedan,Sindh,Kia Sportage 2010 automatic,"Sindh registered, 228345 km driven, good condition.",individual
812953,2012,182738,Honda,City,petrol,automatic,like new,800,65,4,sedan,KPK,Honda City 2012 automatic,"KPK registered, 182738 km driven, like new condition.",dealer
459723,2009,236883,Suzuki,Wagon R,petrol,manual,good,800,75,4,sedan,Sindh,Suzuki Wagon R 2009 manual,"Sindh registered, 236883 km driven, good condition.",individual
1417069,2022,48720,Toyota,Aqua,petrol,automatic,fair,800,73,4,sedan,Balochistan,Toyota Aqua 2022 automatic,"Balochistan registered, 48720 km driven, fair condition.",individual
835118,2013,182212,Toyota,Yaris,cng,manual,like new,1800,206,7,sedan,Islamabad Capital Territory,Toyota Yaris 2013 manual,"Islamabad Capital Territory registered, 182212 km driven, like new condition.",dealer
828675,2016,143744,Honda,City,cng,manual,good,1000,70,4,suv,Balochistan,Honda City 2016 manual,"Balochistan registered, 143744 km driven, good condition.",dealer
1180179,2012,190112,Honda,Civic,diesel,automatic,new,800,59,5,sedan,Punjab,Honda Civic 2012 automatic,"Punjab registered, 190112 km driven, new condition.",individual
509015,2008,257249,Toyota,Yaris,diesel,cvt,new,1500,110,4,hatchback,Sindh,Toyota Yaris 2008 cvt,"Sindh registered, 257249 km driven, new condition.",individual
1041073,2007,281644,Honda,City,hybrid,automatic,good,1800,172,5,hatchback,Punjab,Honda City 2007 automatic,"Punjab registered, 281644 km driven, good condition.",dealer
1125502,2017,121683,Nissan,Dayz,cng,automatic,fair,2000,239,5,sedan,Balochistan,Nissan Dayz 2017 automatic,"Balochistan registered, 121683 km driven, fair condition.",individual
1410648,2018,107979,Toyota,Yaris,cng,automatic,good,1800,185,7,sedan,Balochistan,Toyota Yaris 2018 automatic,"Balochistan registered, 107979 km driven, good condition.",dealer
444502,2007,273197,Toyota,Yaris,hybrid,cvt,fair,1000,118,7,sedan,KPK,Toyota Yaris 2007 cvt,"KPK registered, 273197 km driven, fair condition.",individual
250000,2008,259524,Toyota,Corolla,petrol,manual,like new,1300,97,7,hatchback,Sindh,Toyota Corolla 2008 manual,"Sindh registered, 259524 km driven, like new condition.",dealer
688686,2017,118327,Toyota,Corolla,diesel,manual,good,800,82,4,suv,KPK,Toyota Corolla 2017 manual,"KPK registered, 118327 km driven, good condition.",dealer
1721099,2021,62223,Toyota,Aqua,diesel,manual,new,1500,168,5,sedan,Sindh,Toyota Aqua 2021 manual,"Sindh registered, 62223 km driven, new condition.",individual
920498,2016,140073,Suzuki,Alto,diesel,cvt,good,1500,170,4,hatchback,KPK,Suzuki Alto 2016 cvt,"KPK registered, 140073 km driven, good condition.",dealer
743901,2013,176848,Hyundai,Elantra,hybrid,manual,good,1300,97,7,sedan,Sindh,Hyundai Elantra 2013 manual,"Sindh registered, 176848 km driven, good condition.",individual
943749,2007,282848,Suzuki,Alto,hybrid,automatic,like new,1200,133,4,sedan,Balochistan,Suzuki Alto 2007 automatic,"Balochistan registered, 282848 km driven, like new condition.",individual
739125,2009,217811,Hyundai,Elantra,hybrid,manual,like new,1200,91,4,sedan,KPK,Hyundai Elantra 2009 manual,"KPK registered, 217811 km driven, like new condition.",individual
1134991,2018,108645,Toyota,Aqua,hybrid,automatic,fair,1200,131,7,suv,Punjab,Toyota Aqua 2018 automatic,"Punjab registered, 108645 km driven, fair condition.",individual
488553,2015,151127,Suzuki,Wagon R,diesel,cvt,good,1300,141,7,suv,Islamabad Capital Territory,Suzuki Wagon R 2015 cvt,"Islamabad Capital Territory registered, 151127 km driven, good condition.",individual
1460931,2022,50550,Suzuki,Wagon R,hybrid,cvt,good,1200,92,5,sedan,Punjab,Suzuki Wagon R 2022 cvt,"Punjab registered, 50550 km driven, good condition.",dealer
1170995,2019,82012,Toyota,Aqua,cng,manual,like new,1800,209,4,hatchback,Balochistan,Toyota Aqua 2019 manual,"Balochistan registered, 82012 km driven, like new condition.",dealer
1973601,2019,83277,Kia,Sportage,petrol,automatic,like new,1500,137,4,sedan,Balochistan,Kia Sportage 2019 automatic,"Balochistan registered, 83277 km driven, like new condition.",dealer
1010481,2016,135813,Suzuki,Alto,hybrid,cvt,new,660,71,5,suv,Balochistan,Suzuki Alto 2016 cvt,"Balochistan registered, 135813 km driven, new condition.",dealer
1661723,2015,153898,Kia,Sportage,petrol,automatic,like new,1500,159,5,suv,Sindh,Kia Sportage 2015 automatic,"Sindh registered, 153898 km driven, like new condition.",dealer
772972,2017,113532,Toyota,Corolla,diesel,manual,fair,800,84,7,suv,Punjab,Toyota Corolla 2017 manual,"Punjab registered, 113532 km driven, fair condition.",individual
820782,2016,136411,Toyota,Yaris,diesel,automatic,good,660,66,5,sedan,Islamabad Capital Territory,Toyota Yaris 2016 automatic,"Islamabad Capital Territory registered, 136411 km driven, good condition.",individual
283337,2007,283061,Toyota,Aqua,cng,cvt,good,1200,87,5,suv,Punjab,Toyota Aqua 2007 cvt,"Punjab registered, 283061 km driven, good condition.",dealer
1284992,2009,240981,Kia,Sportage,diesel,automatic,like new,2000,152,7,sedan,Sindh,Kia Sportage 2009 automatic,"Sindh registered, 240981 km driven, like new condition.",individual
323670,2007,269511,Toyota,Corolla,cng,cvt,like new,2000,168,5,suv,Punjab,Toyota Corolla 2007 cvt,"Punjab registered, 269511 km driven, like new condition.",dealer
603456,2010,210353,Honda,Civic,petrol,cvt,good,1200,129,4,suv,Sindh,Honda Civic 2010 cvt,"Sindh registered, 210353 km driven, good condition.",dealer
639257,2011,204851,Suzuki,Alto,diesel,cvt,fair,1000,88,7,sedan,Balochistan,Suzuki Alto 2011 cvt,"Balochistan registered, 204851 km driven, fair condition.",dealer
709172,2010,231254,Honda,City,diesel,automatic,fair,1300,119,5,sedan,Balochistan,Honda City 2010 automatic,"Balochistan registered, 231254 km driven, fair condition.",individual
2486883,2021,59927,Kia,Sportage,diesel,automatic,fair,1300,134,4,suv,KPK,Kia Sportage 2021 automatic,"KPK registered, 59927 km driven, fair condition.",individual
303396,2006,280808,Honda,Civic,petrol,automatic,good,1000,79,4,suv,Balochistan,Honda Civic 2006 automatic,"Balochistan registered, 280808 km driven, good condition.",dealer
1520111,2020,64376,Toyota,Yaris,cng,automatic,like new,2000,189,7,sedan,Balochistan,Toyota Yaris 2020 automatic,"Balochistan registered, 64376 km driven, like new condition.",individual
303589,2008,251865,Toyota,Corolla,petrol,cvt,good,1800,143,7,hatchback,Punjab,Toyota Corolla 2008 cvt,"Punjab registered, 251865 km driven, good condition.",individual
551083,2006,287979,Honda,Civic,hybrid,automatic,fair,800,68,7,sedan,KPK,Honda Civic 2006 automatic,"KPK registered, 287979 km driven, fair condition.",individual
1139862,2020,66997,Toyota,Aqua,diesel,automatic,fair,1000,108,4,sedan,Punjab,Toyota Aqua 2020 automatic,"Punjab registered, 66997 km driven, fair condition.",individual
332069,2006,281965,Toyota,Yaris,cng,automatic,good,1500,139,4,hatchback,KPK,Toyota Yaris 2006 automatic,"KPK registered, 281965 km driven, good condition.",individual
1038347,2013,182655,Toyota,Aqua,hybrid,automatic,fair,1800,137,4,hatchback,KPK,Toyota Aqua 2013 automatic,"KPK registered, 182655 km driven, fair condition.",individual
1009302,2018,112109,Suzuki,Alto,cng,automatic,like new,1200,122,5,sedan,Punjab,Suzuki Alto 2018 automatic,"Punjab registered, 112109 km driven, like new condition.",dealer
1122643,2019,77148,Honda,City,cng,cvt,fair,1000,106,4,hatchback,Punjab,Honda City 2019 cvt,"Punjab registered, 77148 km driven, fair condition.",dealer
1093608,2014,174909,Hyundai,Elantra,hybrid,automatic,fair,2000,143,7,suv,Islamabad Capital Territory,Hyundai Elantra 2014 automatic,"Islamabad Capital Territory registered, 174909 km driven, fair condition.",dealer
521410,2010,217581,Suzuki,Alto,cng,cvt,fair,1300,125,4,sedan,Islamabad Capital Territory,Suzuki Alto 2010 cvt,"Islamabad Capital Territory registered, 217581 km driven, fair condition.",individual
1075458,2017,119393,Honda,City,cng,manual,like new,1800,180,5,sedan,KPK,Honda City 2017 manual,"KPK registered, 119393 km driven, like new condition.",individual
832244,2009,233508,Toyota,Aqua,hybrid,automatic,like new,1200,107,4,hatchback,KPK,Toyota Aqua 2009 automatic,"KPK registered, 233508 km driven, like new condition.",individual
962981,2013,175018,Toyota,Corolla,cng,automatic,new,660,46,4,suv,Balochistan,Toyota Corolla 2013 automatic,"Balochistan registered, 175018 km driven, new condition.",individual
1151029,2018,93749,Toyota,Aqua,petrol,manual,new,1000,92,4,hatchback,Punjab,Toyota Aqua 2018 manual,"Punjab registered, 93749 km driven, new condition.",dealer
499585,2006,293675,Suzuki,Alto,hybrid,automatic,fair,660,53,5,sedan,Islamabad Capital Territory,Suzuki Alto 2006 automatic,"Islamabad Capital Territory registered, 293675 km driven, fair condition.",dealer
890017,2012,191513,Toyota,Corolla,hybrid,manual,fair,2000,210,7,sedan,Punjab,Toyota Corolla 2012 manual,"Punjab registered, 191513 km driven, fair condition.",dealer
1296753,2017,122750,Honda,Civic,petrol,automatic,fair,1300,130,4,hatchback,Islamabad Capital Territory,Honda Civic 2017 automatic,"Islamabad Capital Territory registered, 122750 km driven, fair condition.",dealer
2004514,2018,101984,Kia,Sportage,cng,automatic,like new,1200,107,7,suv,Balochistan,Kia Sportage 2018 automatic,"Balochistan registered, 101984 km driven, like new condition.",individual
250000,2006,271604,Toyota,Corolla,petrol,manual,good,660,77,7,suv,KPK,Toyota Corolla 2006 manual,"KPK registered, 271604 km driven, good condition.",individual
713812,2014,172625,Toyota,Yaris,diesel,manual,like new,1200,122,4,hatchback,Sindh,Toyota Yaris 2014 manual,"Sindh registered, 172625 km driven, like new condition.",dealer
812430,2016,156424,Honda,Civic,petrol,cvt,good,800,92,5,suv,Punjab,Honda Civic 2016 cvt,"Punjab registered, 156424 km driven, good condition.",dealer
900760,2016,149721,Suzuki,Wagon R,diesel,automatic,good,1800,174,5,hatchback,KPK,Suzuki Wagon R 2016 automatic,"KPK registered, 149721 km driven, good condition.",individual
611352,2013,177820,Toyota,Aqua,diesel,manual,good,1200,125,7,sedan,Punjab,Toyota Aqua 2013 manual,"Punjab registered, 177820 km driven, good condition.",dealer
901894,2015,160482,Suzuki,Alto,diesel,cvt,good,1000,89,7,hatchback,Islamabad Capital Territory,Suzuki Alto 2015 cvt,"Islamabad Capital Territory registered, 160482 km driven, good condition.",individual
807860,2017,112494,Suzuki,Alto,diesel,cvt,good,660,50,4,sedan,Balochistan,Suzuki Alto 2017 cvt,"Balochistan registered, 112494 km driven, good condition.",dealer
885263,2016,126214,Hyundai,Elantra,hybrid,manual,like new,800,68,4,sedan,Sindh,Hyundai Elantra 2016 manual,"Sindh registered, 126214 km driven, like new condition.",dealer
